:START_ID(Keyword),:END_ID(Keyword),:TYPE
炎癌转化,炎-癌转化,ALIAS_OF
决策树马尔科夫模型,决策树-马尔可夫模型,ALIAS_OF
AI for science,AI for Science,ALIAS_OF
刚柔耦合动力学,刚-柔耦合动力学,ALIAS_OF
自由度冗余,冗余自由度,ALIAS_OF
graphene patterning,Graphene Patterning,ALIAS_OF
负载催化剂,负载型催化剂,ALIAS_OF
压电光催化,压电-光催化,ALIAS_OF
multicolor luminescence,Multicolor luminescence,ALIAS_OF
等离子体强化催化,等离子体催化,ALIAS_OF
集成电路设计企业,集成电路企业,ALIAS_OF
预防与防控,预防与控制,ALIAS_OF
性能评价指标,性能指标,ALIAS_OF
肌萎缩性侧索硬化,肌萎缩侧索硬化,ALIAS_OF
碳素材料,碳材料,ALIAS_OF
卵清白蛋白,卵清蛋白,ALIAS_OF
半导体集成电路产业,半导体集成电路,ALIAS_OF
量子信息科技,量子信息,ALIAS_OF
开放性系统,开放系统,ALIAS_OF
发病特点,发病特征,ALIAS_OF
责任豁免,法律责任豁免,ALIAS_OF
心室功能障碍,心功能障碍,ALIAS_OF
分子间作用机制,分子间作用,ALIAS_OF
认知障碍,认知功能障碍,ALIAS_OF
5-Fu,5-FU,ALIAS_OF
超短期光伏预测,超短期光伏功率预测,ALIAS_OF
量子叠加态,量子叠加,ALIAS_OF
呼吸试验,呼吸功能试验,ALIAS_OF
circularly polarized luminescence,Circularly polarized luminescence,ALIAS_OF
低照度图像增强,低光图像增强,ALIAS_OF
antimicrobial activity,Antimicrobial activity,ALIAS_OF
多组学整合分析,多组学分析,ALIAS_OF
刑事规制,刑法规制,ALIAS_OF
NMR-spectroscopy,NMR spectroscopy,ALIAS_OF
porphyrins,Porphyrins,ALIAS_OF
慢性肺阻塞疾病,慢性阻塞性肺疾病,ALIAS_OF
表面等离子体子共振,局域表面等离子体共振,ALIAS_OF
Levy噪声,Lévy噪声,ALIAS_OF
aggregation-induced emission,Aggregation-Induced Emission,ALIAS_OF
原发免疫性血小板减少症,免疫性血小板减少症,ALIAS_OF
核壳结构,核-壳结构,ALIAS_OF
Protein-protein interactions,Protein-protein interaction,ALIAS_OF
难治性肺炎支原体肺炎,难治性支原体肺炎,ALIAS_OF
纳米薄膜,纳米复合薄膜,ALIAS_OF
实验课程,实践课程,ALIAS_OF
轻量化结构,轻量化,ALIAS_OF
轻量型卷积神经网络,轻量级卷积神经网络,ALIAS_OF
肝脏星状细胞,肝星状细胞,ALIAS_OF
supramolecules,Supramolecule,ALIAS_OF
化学法合成,化学合成,ALIAS_OF
Caputo分数阶积-微分方程,Caputo分数阶导数,ALIAS_OF
Ulam-Hyers-Rassias稳定性,Hyers-Ulam-Rassias稳定性,ALIAS_OF
特性曲线,特征曲线,ALIAS_OF
气道慢性非特异性炎症,气道慢性炎症,ALIAS_OF
核主成成分分析法,核主成分分析,ALIAS_OF
紫外线吸收剂,紫外吸收剂,ALIAS_OF
noncovalent bonding interactions,Non-covalent interactions,ALIAS_OF
革兰阴性菌,革兰氏阴性菌,ALIAS_OF
生物标记物,生物标志物,ALIAS_OF
疫苗研发,疫苗研制,ALIAS_OF
社会生态模型,社会生态学模型,ALIAS_OF
镍基配合物,镍配合物,ALIAS_OF
树枝状高分子,树枝状分子,ALIAS_OF
行星减速箱,行星减速器,ALIAS_OF
非圆行星齿轮马达,非圆行星齿轮,ALIAS_OF
电子计算机断层扫描成像,计算机断层扫描,ALIAS_OF
四氯锌酸根离子,四氯合锌根离子,ALIAS_OF
肝脏脂肪变性,肝脂肪变性,ALIAS_OF
谷胱甘肽过氧化酶,谷胱甘肽过氧化物酶,ALIAS_OF
尺度测量,尺寸测量,ALIAS_OF
科学计量法,科学计量,ALIAS_OF
智能教学过程,智能教学,ALIAS_OF
生物可降解高分子材料,可生物降解高分子材料,ALIAS_OF
碳水结合模块,碳水化合物结合模块,ALIAS_OF
电子-质子-分子传递,分子-电子-质子传递,ALIAS_OF
Self assembly,Self-assembly,ALIAS_OF
调度优化,优化调度,ALIAS_OF
光学芯片,光子芯片,ALIAS_OF
深空探测器,深空探测,ALIAS_OF
super-resolution microscopy,Super-resolution microscopy,ALIAS_OF
绝经后骨质疏松症,绝经后骨质疏松,ALIAS_OF
植物考古学,植物考古,ALIAS_OF
观测监测体系,监测体系,ALIAS_OF
光电探测器,光探测器,ALIAS_OF
心脏性猝死,心源性猝死,ALIAS_OF
红外光谱法,红外光谱,ALIAS_OF
主题式教学,主题化教学,ALIAS_OF
value alignment,Value alignment,ALIAS_OF
甲型肝炎,甲型病毒性肝炎,ALIAS_OF
多模态数据集,多模态数据,ALIAS_OF
差异性分析,差异分析,ALIAS_OF
Chirp变换频谱分析仪,Chirp变换频谱仪,ALIAS_OF
颈动脉内膜厚度,颈动脉内膜中层厚度,ALIAS_OF
辐射传输模拟,辐射传输模型,ALIAS_OF
慢性HBV感染者,慢性HBV感染,ALIAS_OF
带通滤波,带通滤波器,ALIAS_OF
transformer模型,Transformer模型,ALIAS_OF
航空航天复杂构件,航天复杂构件,ALIAS_OF
超分辨成像,图像超分辨率,ALIAS_OF
预训练模型,大规模预训练模型,ALIAS_OF
LABVIEW,LabVIEW,ALIAS_OF
医疗人工智能,人工智能医疗,ALIAS_OF
机遇与挑战,挑战和机遇,ALIAS_OF
次谐波混频器,分谐波混频器,ALIAS_OF
多功能纳米材料,功能化纳米材料,ALIAS_OF
π…π堆积,π-π堆叠,ALIAS_OF
成形工艺,成型工艺,ALIAS_OF
冠状动脉微血管疾病,冠状动脉微循环功能障碍,ALIAS_OF
phase transitions,Phase Transitions,ALIAS_OF
空天飞行器,空天飞机,ALIAS_OF
量子非局域性,量子非定域性,ALIAS_OF
intermolecular interactions,Intermolecular interactions,ALIAS_OF
cell imaging,Cell imaging,ALIAS_OF
《阿凡达,水之道》: 《阿凡达:水之道》,ALIAS_OF
病理组织图像,病理图像,ALIAS_OF
scanning tunneling microscopy,Scanning Tunneling Microscopy,ALIAS_OF
n,N,ALIAS_OF
低光照图像增强,低光图像增强,ALIAS_OF
干旱地区,干旱区,ALIAS_OF
土壤生态,土壤环境,ALIAS_OF
绿色合成化学,绿色化学合成,ALIAS_OF
病因研究,病因探究,ALIAS_OF
成簇的规则间隔短回文重复序列(CRISPR/Cas9),CRISPR/Cas9,ALIAS_OF
肝损害,肝损伤,ALIAS_OF
肺血管重塑,肺动脉血管重塑,ALIAS_OF
神经网络架构搜索,神经架构搜索,ALIAS_OF
自组装体,自组装,ALIAS_OF
Ⅲ型分泌系统,III型分泌系统,ALIAS_OF
射频微系统,射频微机电,ALIAS_OF
化学动力学疗法(CDT),化学动力学治疗(CDT),ALIAS_OF
氧化性应激,氧化应激,ALIAS_OF
PI控制器,PI控制,ALIAS_OF
情景构建,情境构建,ALIAS_OF
青少年脊柱侧弯,青少年特发性脊柱侧弯,ALIAS_OF
儿童肿瘤,儿童恶性肿瘤,ALIAS_OF
积极心理学理论,积极心理学,ALIAS_OF
Single-crystal,Single Crystal,ALIAS_OF
头颈部鳞癌,头颈部鳞状细胞癌,ALIAS_OF
α突触核蛋白,α-突触核蛋白,ALIAS_OF
“鲍莫尔病”,鲍莫尔病,ALIAS_OF
inflammation,Inflammation,ALIAS_OF
叶绿体基因组,叶绿体全基因组,ALIAS_OF
群体基因组学,群体基因组,ALIAS_OF
眼部疾病,眼科疾病,ALIAS_OF
人工智能伦理观,人工智能伦理,ALIAS_OF
过继性细胞疗法,过继性细胞治疗,ALIAS_OF
多原发肺癌,多原发性肺癌,ALIAS_OF
supramolecule,Supramolecule,ALIAS_OF
自组装单分子层膜,分子自组装单层膜,ALIAS_OF
良性前列腺增生症,良性前列腺增生,ALIAS_OF
“炎-癌转化”,炎-癌转化,ALIAS_OF
高心墙堆石坝,心墙堆石坝,ALIAS_OF
肠-脑微生物群轴,微生物-肠-脑轴,ALIAS_OF
生物学可解释性,生物可解释性,ALIAS_OF
CO2电催化还原,电催化CO2还原,ALIAS_OF
非甾体类抗炎药,非甾体抗炎药,ALIAS_OF
self-correction,Self-Correction,ALIAS_OF
癌症生物标志物,癌症标志物,ALIAS_OF
GaAs pHEMT,GaAs PHEMT,ALIAS_OF
超分子功能材料,功能超分子材料,ALIAS_OF
DNA折纸结构,DNA折纸术,ALIAS_OF
数字医疗,数字化医疗,ALIAS_OF
癌症复发恐惧心理,癌症复发恐惧,ALIAS_OF
copper,Copper,ALIAS_OF
抗菌药物,抗菌药,ALIAS_OF
四川省,四川,ALIAS_OF
structural analysis,Structural analysis,ALIAS_OF
绿色农业发展,农业绿色发展,ALIAS_OF
免疫抑制药物,免疫抑制剂,ALIAS_OF
科学知识图谱,学科知识图谱,ALIAS_OF
人乳头瘤病毒(Human papillomavirus,人乳头瘤病毒(Human papillomavirus),ALIAS_OF
肿瘤微生物,肿瘤内微生物,ALIAS_OF
聚N-异丙基丙烯酰胺,聚(N-异丙基丙烯酰胺),ALIAS_OF
coordination chemistry,Coordination chemistry,ALIAS_OF
Polymer folding,Polymer Folding,ALIAS_OF
扫描声学显微镜,声学扫描显微镜,ALIAS_OF
网络药理,网络药理学,ALIAS_OF
对流扩散方程,对流-扩散方程,ALIAS_OF
自动化测试系统,自动化测试,ALIAS_OF
量子通讯复杂度,量子通信复杂度,ALIAS_OF
齿裂纹,齿根裂纹,ALIAS_OF
甲烷蒸汽重整,甲烷水蒸气重整,ALIAS_OF
慢性阻塞性肺病,慢性阻塞性肺疾病,ALIAS_OF
light,Light,ALIAS_OF
二氧化碳还原反应,二氧化碳电还原,ALIAS_OF
微纳米药物载体,纳米药物载体,ALIAS_OF
名老中医经验传承,名老中医传承,ALIAS_OF
降解塑料,可降解塑料,ALIAS_OF
肠道-脑轴,肠-脑轴,ALIAS_OF
“肺-肠轴”,肺-肠轴,ALIAS_OF
猪腹泻病毒,猪流行性腹泻病毒,ALIAS_OF
circRNAs,CircRNAs,ALIAS_OF
化疗致周围神经病变,化疗所致周围神经病变,ALIAS_OF
肿瘤标记物,肿瘤标志物,ALIAS_OF
“技术—经济”范式,技术—经济范式,ALIAS_OF
水痘带状疱疹病毒,水痘-带状疱疹病毒,ALIAS_OF
神经系统保护,神经保护,ALIAS_OF
对比剂急性肾损伤,对比剂后急性肾损伤,ALIAS_OF
外用药物,外用药,ALIAS_OF
数据管理系统,数据库管理系统,ALIAS_OF
灵敏性分析,灵敏度分析,ALIAS_OF
人群密度,卷积神经网络: 人群密度:卷积神经网络,ALIAS_OF
particle engineering,Particle Engineering,ALIAS_OF
慢性肾衰竭,慢性肾功能衰竭,ALIAS_OF
酶活性改造,酶改造,ALIAS_OF
模型应用,大模型应用,ALIAS_OF
植物提取法,植物提取,ALIAS_OF
交感神经,交感神经系统,ALIAS_OF
物理力学特性,力学特性,ALIAS_OF
g,G,ALIAS_OF
4′-联吡啶,4'-联吡啶,ALIAS_OF
Yolov5,YOLOv5,ALIAS_OF
心脑血管病变,心脑血管疾病,ALIAS_OF
图像处理分析,图像处理,ALIAS_OF
免疫效果评价,免疫效力评价,ALIAS_OF
中性粒细胞胞外陷阱,中性粒细胞外陷阱,ALIAS_OF
全身炎症反应综合征,全身性炎症反应综合征,ALIAS_OF
胞元结构,元胞结构,ALIAS_OF
(准)聚轮烷,聚轮烷,ALIAS_OF
功能基因组学,功能基因组,ALIAS_OF
生成型人工智能,生成式人工智能,ALIAS_OF
农业结构,农业产业结构,ALIAS_OF
crystal structure,Crystal structure,ALIAS_OF
全死因死亡,全因死亡,ALIAS_OF
vesicle,Vesicle,ALIAS_OF
多层薄膜,多层膜,ALIAS_OF
表面等离子共振,局域表面等离子体共振,ALIAS_OF
分数阶KGS方程组,分数阶KGS方程,ALIAS_OF
双极工艺,双极型工艺,ALIAS_OF
组装合成,合成组装,ALIAS_OF
化学合成药,化学原料药,ALIAS_OF
thin films,Thin films,ALIAS_OF
美国国立综合癌症网络指南,美国国家综合癌症网络,ALIAS_OF
电化学制备臭氧,电化学产臭氧,ALIAS_OF
心脑血管系统,心脑血管,ALIAS_OF
耦合度模型,耦合协调度模型,ALIAS_OF
肠道类器官,肠类器官,ALIAS_OF
计算模拟,模拟计算,ALIAS_OF
端云协同,云边端协同,ALIAS_OF
超分子纳米功能材料,超分子纳米材料,ALIAS_OF
靶向治疗药物,靶向药物,ALIAS_OF
中医药治疗,中医治疗,ALIAS_OF
amino acids,Amino acids,ALIAS_OF
Jak-STAT,JAK-STAT,ALIAS_OF
媒介传染病模型,媒介传播传染病模型,ALIAS_OF
仿真建模,建模仿真,ALIAS_OF
甲型肝炎病毒,甲型病毒性肝炎,ALIAS_OF
Word2vec模型,Word2Vec模型,ALIAS_OF
Covid-19,COVID-19,ALIAS_OF
prompting,Prompt,ALIAS_OF
大肠埃希氏菌,大肠埃希菌,ALIAS_OF
积分—偏微分方程,积分-偏微分方程,ALIAS_OF
农作物病害识别,作物病害识别,ALIAS_OF
环境系统工程,环境工程,ALIAS_OF
phototherapy,Phototherapy,ALIAS_OF
β胡萝卜素,β-胡萝卜素,ALIAS_OF
肌少性肥胖,少肌性肥胖,ALIAS_OF
槽填充,槽位填充,ALIAS_OF
穴位贴敷,穴位敷贴,ALIAS_OF
“岗课赛证”,岗课赛证,ALIAS_OF
高级氧化技术,高级氧化工艺,ALIAS_OF
difluoroboron β-diketonate,Difluoroboron β-diketonate,ALIAS_OF
随机离散模型,离散随机模型,ALIAS_OF
Cryo electron microscopy,Cryo-electron microscopy,ALIAS_OF
聚酰胺类树形分子,聚酰胺-胺类树形分子,ALIAS_OF
聚合物复合材料,聚合物基复合材料,ALIAS_OF
政府补贴,政府补助,ALIAS_OF
幼托机构,托幼机构,ALIAS_OF
社交网络,社交平台,ALIAS_OF
干细胞再生医学,干细胞与再生医学,ALIAS_OF
糖尿病慢性并发症,糖尿病并发症,ALIAS_OF
视觉语言预训练,视觉-语言预训练,ALIAS_OF
微量细胞病变中和试验,微量细胞中和试验,ALIAS_OF
秸秆资源量,秸秆资源,ALIAS_OF
社会性风险,社会风险,ALIAS_OF
氧化还原交叉偶联,氧化交叉偶联,ALIAS_OF
商用货架产品,商业货架产品,ALIAS_OF
崎岖地表,崎岖地形,ALIAS_OF
模态特性,模态特征,ALIAS_OF
频率特性,频率特征,ALIAS_OF
表界面调控,界面调控,ALIAS_OF
自组装单分子薄膜,分子自组装单层膜,ALIAS_OF
orbitrap mass spectrometry,Orbitrap mass spectrometry,ALIAS_OF
能源利用效率,能源效率,ALIAS_OF
有限差分法,有限差分方法,ALIAS_OF
动态变形监测,变形监测,ALIAS_OF
寨卡病毒病,寨卡病毒,ALIAS_OF
糖尿病肾脏疾病,糖尿病肾病,ALIAS_OF
DFT calculation,DFT calculations,ALIAS_OF
分布式训练分散式执行,分布式训练分布式执行,ALIAS_OF
离散误差,离散化误差,ALIAS_OF
心血管病高危人群,心血管疾病高危人群,ALIAS_OF
可形变卷积,可变形卷积,ALIAS_OF
高校思政课教学范式,高校思政课教学模式,ALIAS_OF
Host-guest systems,Host-Guest Systems,ALIAS_OF
生物芯片技术,生物芯片,ALIAS_OF
生物学标志物,生物标志物,ALIAS_OF
工艺优化改进,工艺优化,ALIAS_OF
人机协同,人机协作,ALIAS_OF
小分子合成靶向药物,小分子靶向药物,ALIAS_OF
YOLOv4-tiny,YOLOv4-Tiny,ALIAS_OF
灵性照顾,灵性照护,ALIAS_OF
host–guest chemistry,Host-guest chemistry,ALIAS_OF
免疫紊乱,免疫功能紊乱,ALIAS_OF
无人机遥感影像,无人机遥感,ALIAS_OF
charge transfer complex,Charge-Transfer Complex,ALIAS_OF
阴道微生物组,阴道微生物群,ALIAS_OF
亚氨基苯并异呋喃,亚氨基异苯并呋喃,ALIAS_OF
产业链条,产业链,ALIAS_OF
复合纳米材料,纳米复合材料,ALIAS_OF
公共卫生治理体系,公共卫生体系,ALIAS_OF
中小学校,中小学,ALIAS_OF
废旧锂离子电池,废旧锂电池,ALIAS_OF
ultrasound,Ultrasound,ALIAS_OF
高致病性猪繁殖与呼吸综合征,高致病性猪繁殖与呼吸综合征病毒,ALIAS_OF
viologen,Viologen,ALIAS_OF
Supramolecular Assemblies,Supramolecular assemblies,ALIAS_OF
格林函数法,格林函数,ALIAS_OF
immunoadjuvants,Immunoadjuvants,ALIAS_OF
地下水水位,地下水位,ALIAS_OF
光谱特性,光谱特征,ALIAS_OF
蛋白靶点,蛋白质靶点,ALIAS_OF
空间集聚,空间聚集,ALIAS_OF
局部均值分解,局域均值分解,ALIAS_OF
塑料闪烁体阵列探测器,塑料闪烁体探测器,ALIAS_OF
慢性呼吸道病,慢性下呼吸道疾病,ALIAS_OF
产业演进,产业演化,ALIAS_OF
生物医药应用,生物医学应用,ALIAS_OF
行星和卫星: 形成,行星和卫星:形成,ALIAS_OF
经皮冠脉介入治疗,经皮冠状动脉介入治疗,ALIAS_OF
基因疫苗,基因工程疫苗,ALIAS_OF
四配位硼化合物,四配位有机硼化合物,ALIAS_OF
连接结构,结构连接,ALIAS_OF
柔性齿圈,内齿圈柔性,ALIAS_OF
photochemistry,Photochemistry,ALIAS_OF
Hydrogen-bonding,hydrogen bonding,ALIAS_OF
AHP-熵权组合法,AHP-熵权法,ALIAS_OF
视觉-语言预训练模型,视觉-语言预训练,ALIAS_OF
诊断和治疗,诊断与治疗,ALIAS_OF
载荷识别,动载荷识别,ALIAS_OF
四价流感病毒亚单位疫苗,四价流感疫苗,ALIAS_OF
分子组装器,分子组装,ALIAS_OF
类ChatGPT,ChatGPT类,ALIAS_OF
机械特性,机械性能,ALIAS_OF
急性暴发性心肌炎,暴发性心肌炎,ALIAS_OF
溶胶凝胶法,溶胶-凝胶法,ALIAS_OF
膝关节骨性关节炎,膝骨关节炎,ALIAS_OF
急性缺血性卒中,急性缺血性脑卒中,ALIAS_OF
fluorophores,Fluorophore,ALIAS_OF
single crystal X-rays diffraction,single-crystal X-ray diffraction,ALIAS_OF
高级别子宫颈鳞状上皮内病变,子宫颈高级别鳞状上皮内病变,ALIAS_OF
滑液支原体,滑液囊支原体,ALIAS_OF
磺胺甲恶唑,磺胺甲噁唑,ALIAS_OF
智能内生,内生智能,ALIAS_OF
固态电解质,固体电解质,ALIAS_OF
肝切除术后肝衰竭,肝切除术后肝功能衰竭,ALIAS_OF
vaccine delivery,Vaccine delivery,ALIAS_OF
显著目标检测,显著性目标检测,ALIAS_OF
补肾清利活血汤,益肾活血汤,ALIAS_OF
柔顺控制,柔顺性控制,ALIAS_OF
黏弹性,粘弹性,ALIAS_OF
巡检类机器人,巡检机器人,ALIAS_OF
耦合模型,耦合协调度模型,ALIAS_OF
YoloV5s,YOLOv5s,ALIAS_OF
spin crossover,Spin crossover,ALIAS_OF
脂类代谢,脂代谢,ALIAS_OF
异硫氰酸酯类,异硫氰酸酯,ALIAS_OF
精神类疾病,精神疾病,ALIAS_OF
aggregation‐induced emission,Aggregation-Induced Emission,ALIAS_OF
智能诊断,智能医疗诊断,ALIAS_OF
dinuclear,Dinuclear,ALIAS_OF
秸秆资源化利用,秸秆利用,ALIAS_OF
Riemann-Liouville导数,Riemann-Liouville分数阶导数,ALIAS_OF
猫1型疱疹病毒,猫疱疹病毒1型,ALIAS_OF
Aggregation‐induced emission,Aggregation-Induced Emission,ALIAS_OF
轻量级神经网络,轻量化神经网络,ALIAS_OF
分级标准,分级分类标准,ALIAS_OF
免疫规划程序,免疫规划,ALIAS_OF
Azobenzene,Isomerization: Azobenzene: Isomerization,ALIAS_OF
养分资源量,养分资源,ALIAS_OF
自适应滤波器,自适应滤波,ALIAS_OF
运动心肺测试,心肺运动试验,ALIAS_OF
人工智能内容生成,人工智能生成内容,ALIAS_OF
Yolov3,YOLOv3,ALIAS_OF
C反应蛋白,C-反应蛋白,ALIAS_OF
抗辐射设计加固,抗辐射加固,ALIAS_OF
电子自动化设计,电子设计自动化,ALIAS_OF
膜囊泡,外囊泡,ALIAS_OF
多酶级联反应,多酶级联催化,ALIAS_OF
类器官生物样本库,类器官生物库,ALIAS_OF
switchable fluorescence,Switchable fluorescence,ALIAS_OF
汽车车用芯片,汽车芯片,ALIAS_OF
振动检测装置,振动检测,ALIAS_OF
航天电子装置,航天电子装备,ALIAS_OF
可见光光催化,可见光催化,ALIAS_OF
Nanostructures,Nanostructure,ALIAS_OF
防治策略,防治对策,ALIAS_OF
禽腺病毒病,禽腺病毒,ALIAS_OF
磷脂酰肌醇3-激酶/蛋白激酶B(PI3K/Akt)信号通路,磷脂酰肌醇-3激酶/蛋白激酶B通路,ALIAS_OF
化学-酶法合成,酶法合成,ALIAS_OF
氧电极催化,氧电催化,ALIAS_OF
神经网络计算,神经网络算法,ALIAS_OF
肺血管重构,肺动脉血管重塑,ALIAS_OF
生物质材料,生物材料,ALIAS_OF
核因子κB,核因子-κB,ALIAS_OF
核受体辅激活因子4,核受体共激活因子4,ALIAS_OF
Hadamard分数阶微分,Hadamard分数阶导数,ALIAS_OF
创新型人才,创新人才,ALIAS_OF
biofilms,Biofilm,ALIAS_OF
bioimaging,Bioimaging,ALIAS_OF
主密度峰值聚类,密度峰值聚类,ALIAS_OF
载人航天器,载人航天,ALIAS_OF
猫疱疹病毒Ⅰ型,猫疱疹病毒1型,ALIAS_OF
高效液相色谱法,高效液相色谱,ALIAS_OF
抗肿瘤免疫,抗肿瘤免疫治疗,ALIAS_OF
中西医结合疗法,中西医结合治疗,ALIAS_OF
慢性代谢病,慢性代谢性疾病,ALIAS_OF
亚单位疫苗1,亚单位疫苗,ALIAS_OF
CT血管造影,CT血管成像,ALIAS_OF
秸秆综合利用,农作物秸秆综合利用,ALIAS_OF
unity3D,Unity3D,ALIAS_OF
多信息融合,多源信息融合,ALIAS_OF
脑心同治,心脑同治,ALIAS_OF
高光谱影像,高光谱图像,ALIAS_OF
双碳目标,“双碳”目标,ALIAS_OF
Molecular dynamics,molecular dynamics,ALIAS_OF
Charge-transfer complex,Charge-Transfer Complex,ALIAS_OF
非线性最优化,非线性优化,ALIAS_OF
耦合模式,耦合协调度模型,ALIAS_OF
血液生理生化,血液生化,ALIAS_OF
肿瘤细胞减灭术,肿瘤减灭术,ALIAS_OF
原位测量,原位测定,ALIAS_OF
呼吸性传染病,呼吸道传染病,ALIAS_OF
肉芽肿结节,肉芽肿性结节,ALIAS_OF
财务共享服务中心,财务共享中心,ALIAS_OF
硅芯片,硅基芯片,ALIAS_OF
智慧居家社区养老,智慧居家养老,ALIAS_OF
抗氧化性能,抗氧化性,ALIAS_OF
Dice系数,DICE系数,ALIAS_OF
羟类固醇脱氢酶,羟基类固醇脱氢酶,ALIAS_OF
丙烷脱氢,丙烷直接脱氢,ALIAS_OF
phase transition,Phase transition,ALIAS_OF
机遇和挑战,挑战和机遇,ALIAS_OF
2′-岩藻糖基乳糖,2’-岩藻糖基乳糖,ALIAS_OF
room-temperature phosphorescence,Room temperature phosphorescence,ALIAS_OF
医学人工智能,人工智能医疗,ALIAS_OF
solvent effects,Solvent effect,ALIAS_OF
全球导航卫星系统,全球卫星导航系统,ALIAS_OF
yolov7,YOLOv7,ALIAS_OF
tau蛋白,Tau蛋白,ALIAS_OF
Er,YAG: Er:YAG,ALIAS_OF
金属原子级分散催化剂,金属单原子催化剂,ALIAS_OF
B-淋巴细胞,B淋巴细胞,ALIAS_OF
发展路线,发展路径,ALIAS_OF
智能会计核算,智能会计,ALIAS_OF
人类乳头瘤病毒疫苗,人乳头瘤病毒疫苗,ALIAS_OF
非对称卷积块,非对称卷积,ALIAS_OF
组分无细胞百白破联合疫苗,无细胞百白破联合疫苗,ALIAS_OF
cycloparaphenylene,Cycloparaphenylene,ALIAS_OF
航天材料,航天器材料,ALIAS_OF
Polyphosphazenes,Polyphosphazene,ALIAS_OF
DNA nanotechnology,DNA Nanotechnology,ALIAS_OF
多位点序列分析,多位点序列分型,ALIAS_OF
有机小分子组装,有机分子自组装,ALIAS_OF
遗传进化,遗传演化,ALIAS_OF
沸石咪唑骨架,沸石咪唑酯骨架材料,ALIAS_OF
智能设计,智能化设计,ALIAS_OF
思想表达二分法,思想/表达二分法,ALIAS_OF
手术并发症,手术后并发症,ALIAS_OF
Chebyshev配置法,Chebyshev谱配置法,ALIAS_OF
乙肝感染,乙型病毒性肝炎,ALIAS_OF
急性呼吸道感染,上呼吸道感染,ALIAS_OF
clusters,cluster,ALIAS_OF
人工智能服务提供者,人工智能提供者,ALIAS_OF
编解码结构,编码器-解码器结构,ALIAS_OF
左右分数阶导数,分数阶左右导数,ALIAS_OF
血管重构,血管重塑,ALIAS_OF
财政补贴,政府补助,ALIAS_OF
产肠毒素性大肠杆菌,产肠毒素大肠杆菌,ALIAS_OF
2-bis(4-pyridyl)ethylene (Bpe),2-bis(4-pyridyl)ethylene,ALIAS_OF
青年乳腺癌,年轻乳腺癌,ALIAS_OF
流行病学调查研究,流行病学调查,ALIAS_OF
属性级情感分类,属性级情感分析,ALIAS_OF
基层医疗机构,基层医疗卫生机构,ALIAS_OF
Adams仿真,ADAMS仿真,ALIAS_OF
智能化识别,智能识别,ALIAS_OF
农作物品质,农产品品质,ALIAS_OF
hydrogel,Hydrogel,ALIAS_OF
腔镜甲状腺切除手术,甲状腺切除术,ALIAS_OF
代谢紊乱相关性脂肪性肝病,代谢相关脂肪性肝病,ALIAS_OF
缺血/再灌注损伤,缺血再灌注损伤,ALIAS_OF
Supramolecular chemistry,Supramolecular Chemistry,ALIAS_OF
自动变速箱,自动变速器,ALIAS_OF
A(H1N1)pdm09流感病毒,A(H1N1)pdm09亚型流感病毒,ALIAS_OF
self-assemble,Self-assembly,ALIAS_OF
实代数曲线,代数曲线,ALIAS_OF
嵌套实体,实体嵌套,ALIAS_OF
时空特性,时空特征,ALIAS_OF
DEA-Malmquist指数法,DEA-Malmquist指数模型,ALIAS_OF
鸡慢性呼吸道病,鸡慢性呼吸道疾病,ALIAS_OF
intercalation,Intercalation,ALIAS_OF
自组装单层膜,分子自组装单层膜,ALIAS_OF
锌空气电池,锌-空气电池,ALIAS_OF
表皮生长因子受体基因,表皮生长因子受体,ALIAS_OF
工艺加工,加工工艺,ALIAS_OF
纳米生物材料产品,纳米生物材料,ALIAS_OF
生物医用材料,医用生物材料,ALIAS_OF
Z型异质结,Z-型异质结,ALIAS_OF
化学防腐剂,化学合成防腐剂,ALIAS_OF
镁合金材料,镁合金,ALIAS_OF
牙源性间充质干细胞,牙源性干细胞,ALIAS_OF
自身免疫病,自身免疫性疾病,ALIAS_OF
长短时记忆神经网络,长短期记忆神经网络,ALIAS_OF
量子密码术,量子密码,ALIAS_OF
stimuli-responsivness,stimuli-responsive,ALIAS_OF
预训练大模型,大规模预训练模型,ALIAS_OF
高中生物学,高中生物,ALIAS_OF
主体性危机,“主体性”危机,ALIAS_OF
Protein complex,Protein Complexes,ALIAS_OF
heavy metal pollutants,Heavy metal pollutants,ALIAS_OF
多头自注意力机制,多头注意力机制,ALIAS_OF
杆状病毒表达体系,杆状病毒表达系统,ALIAS_OF
癌症晚期患者,晚期癌症,ALIAS_OF
硫化物电解质,硫化物固体电解质,ALIAS_OF
表观基因组学,表观基因组,ALIAS_OF
还原脱氯,脱氯还原,ALIAS_OF
单拷贝直系同源基因,单拷贝同源基因,ALIAS_OF
molecular stacking,Molecular Stacking,ALIAS_OF
中医病因病机,中医病因和病机,ALIAS_OF
13价肺炎球菌结合疫苗,13价肺炎球菌多糖结合疫苗,ALIAS_OF
脂肪代谢,脂代谢,ALIAS_OF
生态学模型,生态位模型,ALIAS_OF
光电开关,光开关,ALIAS_OF
人兽共患病,人兽共患疾病,ALIAS_OF
格公钥密码,公钥密码,ALIAS_OF
精准医疗,精准医学,ALIAS_OF
logistic增长,Logistic增长,ALIAS_OF
肾脏纤维化,肾纤维化,ALIAS_OF
